City,State,Year,Filename,Training Accuracy,Training Confusion Matrix,Validation Accuracy,Validation Confusion Matrix
NewHaven,Connecticut,2024,Connecticut_NewHaven_NE,0.989506821,"[[784, 38, 0, 0], [63, 8690, 46, 0], [0, 43, 11465, 165], [0, 0, 65, 18667]]",0.987908962,"[[199, 12, 0, 0], [14, 2138, 10, 0], [0, 15, 2770, 46], [0, 0, 22, 4616]]"
NewHaven,Connecticut,2019,Connecticut_NewHaven_E,0.99298541,"[[3249, 1, 0, 0], [29, 11720, 69, 0], [0, 46, 9226, 74], [0, 0, 56, 14734]]",0.993481232,"[[790, 0, 0, 0], [8, 2758, 15, 0], [0, 6, 2326, 17], [0, 0, 16, 3575]]"
NewHaven,Connecticut,2024,Connecticut_NewHaven_E,0.992340555,"[[3568, 11, 0, 0], [42, 10898, 41, 0], [0, 64, 9547, 54], [0, 0, 91, 15243]]",0.990835135,"[[860, 4, 0, 0], [10, 2712, 21, 0], [0, 12, 2366, 19], [0, 0, 23, 3684]]"
NewHaven,Connecticut,2019,Connecticut_NewHaven_SE,0.99243551,"[[17561, 19, 0, 0], [62, 4710, 85, 0], [0, 30, 7688, 56], [0, 0, 43, 8744]]",0.992210127,"[[4422, 6, 0, 0], [11, 1246, 23, 0], [0, 8, 2039, 15], [0, 0, 15, 2228]]"
NewHaven,Connecticut,2024,Connecticut_NewHaven_SE,0.99326319,"[[18475, 4, 0, 0], [19, 4071, 62, 0], [0, 33, 8540, 77], [0, 0, 72, 8280]]",0.993069506,"[[4719, 2, 0, 0], [4, 913, 17, 0], [0, 9, 2148, 23], [0, 0, 14, 2107]]"
NewHaven,Connecticut,2019,Connecticut_NewHaven_S,0.987991183,"[[23582, 94, 0, 0], [192, 5789, 45, 0], [0, 48, 4799, 68], [0, 0, 27, 4827]]",0.988801792,"[[5957, 12, 0, 0], [51, 1393, 18, 0], [0, 15, 1200, 9], [0, 0, 5, 1163]]"
NewHaven,Connecticut,2024,Connecticut_NewHaven_S,0.994666667,"[[25138, 3, 0, 0], [15, 4612, 62, 0], [0, 44, 5435, 51], [0, 0, 37, 4353]]",0.99401556,"[[6295, 3, 0, 0], [4, 1207, 19, 0], [0, 9, 1390, 17], [0, 0, 8, 1074]]"
NewHaven,Connecticut,2019,Connecticut_NewHaven_SW,0.992634315,"[[2061, 0, 0, 0], [1, 8660, 79, 0], [0, 31, 10917, 101], [0, 0, 77, 17309]]",0.990732346,"[[567, 0, 0, 0], [1, 2164, 31, 0], [0, 9, 2697, 29], [1, 0, 21, 4407]]"
NewHaven,Connecticut,2024,Connecticut_NewHaven_SW,0.991522226,"[[2168, 5, 0, 0], [13, 8382, 109, 0], [0, 31, 11731, 92], [0, 0, 87, 17133]]",0.989443768,"[[538, 3, 0, 0], [4, 2100, 32, 0], [0, 11, 2823, 30], [0, 0, 24, 4287]]"
NewHaven,Connecticut,2019,Connecticut_NewHaven_W,0.993571625,"[[21, 8, 0, 0], [1, 3340, 73, 0], [0, 20, 7919, 97], [0, 0, 58, 28442]]",0.993816523,"[[5, 4, 0, 0], [1, 850, 12, 0], [0, 6, 1908, 16], [0, 0, 22, 7041]]"
NewHaven,Connecticut,2024,Connecticut_NewHaven_W,0.991913545,"[[164, 10, 0, 0], [26, 2825, 105, 0], [0, 8, 7907, 112], [0, 0, 63, 28847]]",0.991932231,"[[41, 3, 0, 0], [7, 667, 30, 0], [0, 2, 1934, 22], [0, 0, 16, 7194]]"
