City,State,Year,Filename,Training Accuracy,Training Confusion Matrix,Validation Accuracy,Validation Confusion Matrix
Thane,Maharashtra,2019,Maharashtra_Thane_SW,0.9995298911,"[[5425, 0, 0], [12, 20019, 0], [0, 0, 70]]",0.9990633781,"[[1366, 0, 0], [6, 5018, 0], [0, 0, 16]]"
Thane,Maharashtra,2024,Maharashtra_Thane_SW,0.9997389148,"[[5812, 0, 0], [6, 16553, 0], [0, 0, 610]]",0.9996600374,"[[1481, 0, 0], [2, 4247, 0], [0, 0, 153]]"
Thane,Maharashtra,2019,Maharashtra_Thane_W,0.9998860399,"[[22, 0, 0], [2, 17272, 0], [0, 0, 254]]",1,"[[5, 0, 0], [0, 4234, 0], [0, 0, 52]]"
Thane,Maharashtra,2024,Maharashtra_Thane_W,1,"[[55, 0, 0], [0, 10849, 0], [0, 0, 1827]]",1,"[[16, 0, 0], [0, 2669, 0], [0, 0, 488]]"
Thane,Maharashtra,2019,Maharashtra_Thane_NW,1,"[[1391, 0, 0], [0, 12394, 0], [0, 0, 68]]",1,"[[337, 0, 0], [0, 3068, 0], [0, 0, 9]]"
Thane,Maharashtra,2024,Maharashtra_Thane_NW,1,"[[849, 0, 0], [0, 8658, 0], [0, 0, 1857]]",1,"[[199, 0, 0], [0, 2255, 0], [0, 0, 467]]"
VasaiVirar,Maharashtra,2019,Maharashtra_VasaiVirar_C,1,"[[35, 0, 0], [0, 36701, 0], [0, 0, 241]]",1,"[[7, 0, 0], [0, 9091, 0], [0, 0, 55]]"
VasaiVirar,Maharashtra,2024,Maharashtra_VasaiVirar_C,0.9999101904,"[[162, 0, 0], [3, 32310, 0], [0, 0, 929]]",0.999760651,"[[38, 0, 0], [2, 8054, 0], [0, 0, 262]]"
VasaiVirar,Maharashtra,2019,Maharashtra_VasaiVirar_N,1,"[[6, 0, 0], [0, 38184, 0], [0, 0, 22]]",1,"[[2, 0, 0], [0, 9531, 0], [0, 0, 5]]"
VasaiVirar,Maharashtra,2024,Maharashtra_VasaiVirar_N,1,"[[24, 0, 0], [0, 31086, 0], [0, 0, 242]]",1,"[[3, 0, 0], [0, 7785, 0], [0, 0, 62]]"
VasaiVirar,Maharashtra,2019,Maharashtra_VasaiVirar_NE,0.9998872138,"[[207, 0, 0], [3, 26271, 0], [0, 0, 118]]",1,"[[47, 0, 0], [0, 6475, 0], [0, 0, 30]]"
VasaiVirar,Maharashtra,2024,Maharashtra_VasaiVirar_NE,1,"[[306, 0, 0], [0, 18874, 0], [0, 0, 2006]]",1,"[[70, 0, 0], [0, 4755, 0], [0, 0, 526]]"
VasaiVirar,Maharashtra,2019,Maharashtra_VasaiVirar_E,1,"[[31, 0], [0, 32443]]",1,"[[8, 0], [0, 8120]]"
VasaiVirar,Maharashtra,2024,Maharashtra_VasaiVirar_E,1,"[[61, 0, 0], [0, 23268, 0], [0, 0, 78]]",1,"[[7, 0, 0], [0, 5863, 0], [0, 0, 16]]"
VasaiVirar,Maharashtra,2019,Maharashtra_VasaiVirar_SE,0.9999691853,"[[3393, 0, 0], [0, 29058, 0], [0, 1, 0]]",0.9998770895,"[[864, 0, 0], [0, 7271, 0], [0, 1, 0]]"
VasaiVirar,Maharashtra,2024,Maharashtra_VasaiVirar_SE,0.9999296097,"[[3524, 0, 0], [2, 24681, 0], [0, 0, 206]]",1,"[[896, 0, 0], [0, 6226, 0], [0, 0, 57]]"
VasaiVirar,Maharashtra,2019,Maharashtra_VasaiVirar_S,1,"[[12111, 0, 0], [0, 17417, 0], [0, 0, 15]]",1,"[[3068, 0, 0], [0, 4348, 0], [0, 0, 6]]"
VasaiVirar,Maharashtra,2024,Maharashtra_VasaiVirar_S,0.999925598,"[[12701, 0, 0], [2, 12468, 0], [0, 0, 1710]]",1,"[[3157, 0, 0], [0, 3080, 0], [0, 0, 453]]"
VasaiVirar,Maharashtra,2019,Maharashtra_VasaiVirar_SW,1,"[[19548, 0, 0], [0, 10579, 0], [0, 0, 66]]",1,"[[4890, 0, 0], [0, 2665, 0], [0, 0, 13]]"
VasaiVirar,Maharashtra,2024,Maharashtra_VasaiVirar_SW,0.9999658831,"[[20336, 0, 0], [1, 8053, 0], [0, 0, 921]]",1,"[[5121, 0, 0], [0, 2014, 0], [0, 0, 207]]"
VasaiVirar,Maharashtra,2019,Maharashtra_VasaiVirar_W,0.9996950755,"[[25, 8, 0], [0, 26122, 0], [0, 0, 81]]",0.9998496467,"[[13, 1, 0], [0, 6619, 0], [0, 0, 18]]"
VasaiVirar,Maharashtra,2024,Maharashtra_VasaiVirar_W,0.9999552653,"[[140, 0, 0], [1, 20732, 0], [0, 0, 1481]]",0.9998216833,"[[41, 0, 0], [1, 5179, 0], [0, 0, 387]]"
VasaiVirar,Maharashtra,2019,Maharashtra_VasaiVirar_NW,1,"[[0, 0, 0], [0, 22270, 0], [0, 0, 360]]",1,"[[0, 0, 0], [0, 5505, 0], [0, 0, 95]]"
VasaiVirar,Maharashtra,2024,Maharashtra_VasaiVirar_NW,0.9999546197,"[[18, 0, 0], [1, 18309, 0], [0, 0, 3708]]",1,"[[6, 0, 0], [0, 4558, 0], [0, 0, 889]]"
Amritsar,Punjab,2019,Punjab_Amritsar_C,0.9997978106,"[[26, 0, 0], [7, 34521, 0], [0, 0, 67]]",0.9997684381,"[[2, 0, 0], [2, 8617, 0], [0, 0, 16]]"
Amritsar,Punjab,2024,Punjab_Amritsar_C,0.9999409298,"[[21, 0, 0], [2, 33714, 0], [0, 0, 121]]",1,"[[7, 0, 0], [0, 8525, 0], [0, 0, 30]]"
Amritsar,Punjab,2019,Punjab_Amritsar_N,1,"[[0, 0, 0], [0, 20396, 0], [0, 0, 9596]]",1,"[[0, 0, 0], [0, 5178, 0], [0, 0, 2368]]"
Amritsar,Punjab,2024,Punjab_Amritsar_N,1,"[[0, 0, 0], [0, 20516, 0], [0, 0, 13645]]",1,"[[0, 0, 0], [0, 5170, 0], [0, 0, 3274]]"
Amritsar,Punjab,2019,Punjab_Amritsar_NE,1,"[[0, 0, 0], [0, 13789, 0], [0, 0, 14915]]",1,"[[0, 0, 0], [0, 3427, 0], [0, 0, 3766]]"
Amritsar,Punjab,2024,Punjab_Amritsar_NE,1,"[[16, 0, 0], [0, 14271, 0], [0, 0, 18670]]",0.9997565429,"[[1, 0, 0], [2, 3602, 0], [0, 0, 4610]]"
Amritsar,Punjab,2019,Punjab_Amritsar_E,1,"[[16, 0, 0], [0, 24944, 0], [0, 0, 6239]]",1,"[[6, 0, 0], [0, 6220, 0], [0, 0, 1557]]"
Amritsar,Punjab,2024,Punjab_Amritsar_E,1,"[[0, 0, 0], [0, 24127, 0], [0, 0, 9389]]",1,"[[0, 0, 0], [0, 5989, 0], [0, 0, 2349]]"
Amritsar,Punjab,2019,Punjab_Amritsar_SE,1,"[[0, 0, 0], [0, 9607, 0], [0, 0, 19264]]",1,"[[0, 0, 0], [0, 2412, 0], [0, 0, 4943]]"
Amritsar,Punjab,2024,Punjab_Amritsar_SE,1,"[[0, 0, 0], [0, 10379, 0], [0, 0, 24253]]",1,"[[0, 0, 0], [0, 2546, 0], [0, 0, 6143]]"
Amritsar,Punjab,2019,Punjab_Amritsar_S,1,"[[0, 0, 0], [0, 14926, 0], [0, 0, 15829]]",1,"[[0, 0, 0], [0, 3713, 0], [0, 0, 3945]]"
Amritsar,Punjab,2024,Punjab_Amritsar_S,1,"[[0, 0, 0], [0, 16068, 0], [0, 0, 16863]]",1,"[[0, 0, 0], [0, 4080, 0], [0, 0, 4225]]"
Amritsar,Punjab,2019,Punjab_Amritsar_SW,1,"[[0, 0, 0], [0, 7296, 0], [0, 0, 20166]]",1,"[[0, 0, 0], [0, 1819, 0], [0, 0, 5060]]"
Amritsar,Punjab,2024,Punjab_Amritsar_SW,1,"[[0, 0, 0], [0, 9174, 0], [0, 0, 21479]]",1,"[[0, 0, 0], [0, 2298, 0], [0, 0, 5410]]"
Amritsar,Punjab,2019,Punjab_Amritsar_W,1,"[[0, 0, 0], [0, 25743, 0], [0, 0, 4501]]",1,"[[0, 0, 0], [0, 6484, 0], [0, 0, 1157]]"
Amritsar,Punjab,2024,Punjab_Amritsar_W,1,"[[0, 0, 0], [0, 24451, 0], [0, 0, 5676]]",1,"[[0, 0, 0], [0, 6128, 0], [0, 0, 1473]]"
Amritsar,Punjab,2019,Punjab_Amritsar_NW,0.9999643061,"[[0, 1, 0], [0, 15892, 0], [0, 0, 12123]]",1,"[[0, 0, 0], [0, 4090, 0], [0, 0, 3086]]"
Amritsar,Punjab,2024,Punjab_Amritsar_NW,1,"[[0, 0, 0], [0, 15669, 0], [0, 0, 17106]]",0.9998768928,"[[0, 1, 0], [0, 3841, 0], [0, 0, 4281]]"
Ludhiana,Punjab,2019,Punjab_Ludhiana_C,1,"[[0, 0, 0], [0, 35694, 0], [0, 0, 237]]",1,"[[0, 0, 0], [0, 8932, 0], [0, 0, 66]]"
Ludhiana,Punjab,2024,Punjab_Ludhiana_C,1,"[[0, 0, 0], [0, 36294, 0], [0, 0, 45]]",1,"[[0, 0, 0], [0, 9171, 0], [0, 0, 6]]"
Ludhiana,Punjab,2019,Punjab_Ludhiana_N,0.9997162137,"[[3, 9, 0], [0, 22030, 0], [0, 0, 9672]]",0.9998716138,"[[0, 1, 0], [0, 5430, 0], [0, 0, 2358]]"
Ludhiana,Punjab,2024,Punjab_Ludhiana_N,1,"[[0, 0, 0], [0, 27037, 0], [0, 0, 6961]]",1,"[[0, 0, 0], [0, 6694, 0], [0, 0, 1709]]"
Ludhiana,Punjab,2019,Punjab_Ludhiana_NE,1,"[[0, 0, 0], [0, 12878, 0], [0, 0, 19222]]",1,"[[0, 0, 0], [0, 3228, 0], [0, 0, 4897]]"
Ludhiana,Punjab,2024,Punjab_Ludhiana_NE,1,"[[0, 0, 0], [0, 17329, 0], [0, 0, 15498]]",1,"[[0, 0, 0], [0, 4312, 0], [0, 0, 3934]]"
